,words,true_label,predicted_lable
1130,suppose,VERB,VERB
1131,these,DET,DET
1132,absences,NOUN,NOUN
1133,gave,VERB,VERB
1134,her,PRON,PRON
1135,more,ADJ,ADJ
1136,clearance,NOUN,NOUN
1137,for,ADP,ADP
1138,her,DET,PRON
1139,embraces,NOUN,VERB
1140,with,ADP,ADP
1141,Cousin,NOUN,NOUN
1142,Handley,NOUN,NOUN
1143,.,.,.
1144,Anyhow,ADV,ADV
1145,",",.,.
1146,I,PRON,PRON
1147,wasn't,VERB,VERB
1148,surprised,VERB,VERB
1149,",",.,.
1150,early,ADV,ADV
1151,that,DET,ADP
1152,morning,NOUN,NOUN
1153,",",.,.
1154,to,PRT,PRT
1155,see,VERB,VERB
1156,Handley,NOUN,NOUN
1157,himself,PRON,PRON
1158,crossing,VERB,VERB
1159,from,ADP,ADP
1160,Dogtown,NOUN,NOUN
1161,Common,NOUN,ADJ
1162,Road,NOUN,NOUN
1163,to,ADP,ADP
1164,the,DET,DET
1165,Back,ADJ,NOUN
1166,Road,NOUN,NOUN
1167,.,.,.
1168,No,ADV,ADV
1169,",",.,.
1170,he,PRON,PRON
1171,didn't,VERB,VERB
1172,have,VERB,VERB
1173,his,DET,DET
1174,gun,NOUN,NOUN
1175,",",.,.
1176,which,DET,DET
1177,he,PRON,PRON
1178,should,VERB,VERB
1179,have,VERB,VERB
1180,.,.,.
1181,It,PRON,PRON
1182,would,VERB,VERB
1183,have,VERB,VERB
1184,been,VERB,VERB
1185,a,DET,DET
1186,good,ADJ,ADJ
1187,excuse,NOUN,NOUN
1188,for,ADP,ADP
1189,his,DET,DET
1190,being,VERB,VERB
1191,there,ADV,ADV
1192,at,ADP,ADP
1193,all,PRT,PRT
1194,.,.,.
1195,I,PRON,PRON
1196,myself,PRON,PRON
1197,had,VERB,VERB
1198,been,VERB,VERB
1199,up,PRT,PRT
1200,there,ADV,ADV
1201,by,ADP,ADP
1202,seven,NUM,NUM
1203,o'clock,ADV,ADV
1204,",",.,.
1205,after,ADP,ADP
1206,mushrooms,NOUN,NOUN
1207,",",.,.
1208,since,ADP,ADP
1209,there'd,PRT,NOUN
1210,been,VERB,VERB
1211,a,DET,DET
1212,week,NOUN,NOUN
1213,of,ADP,ADP
1214,rain,NOUN,NOUN
1215,which,DET,DET
1216,had,VERB,VERB
1217,stopped,VERB,VERB
1218,early,ADV,ADV
1219,that,DET,ADP
1220,morning,NOUN,NOUN
1221,and,CONJ,CONJ
1222,the,DET,DET
1223,day,NOUN,NOUN
1224,was,VERB,VERB
1225,as,ADV,ADV
1226,clear,ADJ,ADJ
1227,as,ADP,ADP
1228,Sandwich,NOUN,NOUN
1229,glass,NOUN,NOUN
1230,.,.,.
1231,That's,PRT,PRT
1232,what,DET,DET
1233,the,DET,DET
1234,man,NOUN,NOUN
1235,had,VERB,VERB
1236,said,VERB,VERB
1237,.,.,.
1238,Haney,NOUN,NOUN
1239,peered,VERB,VERB
1240,doubtfully,ADV,NOUN
1241,at,ADP,ADP
1242,his,DET,DET
1243,drinking,VERB,VERB
1244,companion,NOUN,NOUN
1245,through,ADP,ADP
1246,bleary,ADJ,NOUN
1247,",",.,.
1248,tear-filled,ADJ,ADJ
1249,eyes,NOUN,NOUN
1250,.,.,.
1251,He,PRON,PRON
1252,had,VERB,VERB
1253,no,DET,DET
1254,ready,ADJ,ADJ
1255,answer,NOUN,NOUN
1256,",",.,.
1257,as,ADV,ADV
1258,much,ADV,ADJ
1259,from,ADP,ADP
1260,surprise,NOUN,NOUN
1261,as,ADP,ADP
1262,from,ADP,ADP
1263,the,DET,DET
1264,fit,NOUN,NOUN
1265,of,ADP,ADP
1266,coughing,VERB,NOUN
1267,.,.,.
1268,Was,VERB,VERB
1269,the,DET,DET
1270,man,NOUN,NOUN
1271,drunk,ADJ,ADJ
1272,or,CONJ,CONJ
1273,crazy,ADJ,ADJ
1274,or,CONJ,CONJ
1275,both,DET,DET
1276,?,.,.
1277,?,.,.
1278,But,CONJ,CONJ
1279,his,DET,DET
1280,new-found,ADJ,ADJ
1281,buddy,NOUN,NOUN
1282,had,VERB,VERB
1283,matched,VERB,VERB
1284,him,PRON,PRON
1285,drink,NOUN,VERB
1286,for,ADP,ADP
1287,drink,NOUN,NOUN
1288,until,ADP,ADP
1289,he,PRON,PRON
1290,lost,VERB,VERB
1291,count,NOUN,NOUN
1292,",",.,.
1293,and,CONJ,CONJ
1294,the,DET,DET
1295,man's,NOUN,NOUN
1296,eyes,NOUN,NOUN
1297,were,VERB,VERB
1298,still,ADV,ADV
1299,clear,ADJ,ADJ
1300,.,.,.
1301,The,DET,DET
1302,guy,NOUN,NOUN
1303,is,VERB,VERB
1304,off,ADP,ADP
1305,his,DET,DET
1306,rocker,NOUN,NOUN
1307,",",.,.
1308,Haney,NOUN,NOUN
1309,thought,VERB,VERB
1310,to,ADP,ADP
1311,himself,PRON,PRON
1312,",",.,.
1313,and,CONJ,CONJ
1314,looked,VERB,VERB
1315,away,ADV,ADV
1316,from,ADP,ADP
1317,those,DET,DET
1318,eyes,NOUN,NOUN
1319,.,.,.
1320,Eyes,NOUN,NOUN
1321,that,PRON,DET
1322,were,VERB,VERB
1323,clear,ADJ,ADJ
1324,",",.,.
1325,but,CONJ,CONJ
1326,also,ADV,ADV
1327,bright,ADJ,ADJ
1328,with,ADP,ADP
1329,a,DET,DET
1330,strange,ADJ,ADJ
1331,intensity,NOUN,NOUN
1332,",",.,.
1333,a,DET,DET
1334,sort,NOUN,NOUN
1335,of,ADP,ADP
1336,cold,ADJ,ADJ
1337,fire,NOUN,NOUN
1338,burning,VERB,VERB
1339,behind,ADP,ADP
1340,them,PRON,PRON
1341,.,.,.
1342,Why,ADV,ADV
1343,hadn't,VERB,VERB
1344,he,PRON,PRON
1345,noticed,VERB,VERB
1346,it,PRON,PRON
1347,before,ADV,ADV
1348,?,.,.
1349,?,.,.
1350,No,ADV,ADV
1351,",",.,.
1352,the,DET,DET
1353,man,NOUN,NOUN
1354,was,VERB,VERB
1355,not,ADV,ADV
1356,drunk,ADJ,ADJ
1357,He,PRON,PRON
1358,wondered,VERB,VERB
1359,how,ADV,ADV
1360,he,PRON,PRON
1361,got,VERB,VERB
1362,tied,VERB,VERB
1363,up,PRT,PRT
1364,with,ADP,ADP
1365,this,DET,DET
1366,stranger,NOUN,NOUN
1367,.,.,.
1368,But,CONJ,CONJ
1369,",",.,.
1370,of,ADP,ADP
1371,course,NOUN,NOUN
1372,",",.,.
1373,he,PRON,PRON
1374,remembered,VERB,VERB
1375,now,ADV,ADV
1376,.,.,.
1377,It,PRON,PRON
1378,was,VERB,VERB
1379,blurred,VERB,VERB
1380,",",.,.
1381,after,ADP,ADP
1382,two,NUM,NUM
1383,hours,NOUN,NOUN
1384,of,ADP,ADP
1385,steady,ADJ,ADJ
1386,drinking,NOUN,NOUN
1387,",",.,.
1388,but,CONJ,CONJ
1389,the,DET,DET
1390,occasion,NOUN,NOUN
1391,of,ADP,ADP
1392,it,PRON,PRON
1393,came,VERB,VERB
1394,back,ADV,ADV
1395,to,ADP,ADP
1396,him,PRON,PRON
1397,.,.,.
1398,The,DET,DET
1399,stranger,NOUN,NOUN
1400,",",.,.
1401,his,DET,DET
1402,head,NOUN,NOUN
1403,seemingly,ADV,ADV
1404,sunk,VERB,VERB
1405,in,ADP,ADP
1406,thought,NOUN,NOUN
1407,",",.,.
1408,started,VERB,VERB
1409,to,PRT,PRT
1410,cross,VERB,VERB
1411,the,DET,DET
1412,street,NOUN,NOUN
1413,against,ADP,ADP
1414,the,DET,DET
1415,light,NOUN,NOUN
1416,just,ADV,ADV
1417,as,ADP,ADP
1418,a,DET,DET
1419,huge,ADJ,ADJ
1420,moving,VERB,VERB
1421,van,NOUN,NOUN
1422,roared,VERB,VERB
1423,through,ADP,ADP
1424,the,DET,DET
1425,intersection,NOUN,NOUN
1426,.,.,.
1427,Brakes,NOUN,NOUN
1428,howled,VERB,NOUN
1429,and,CONJ,CONJ
1430,a,DET,DET
1431,horn,NOUN,NOUN
1432,blared,VERB,NOUN
1433,furiously,ADV,ADV
1434,",",.,.
1435,but,CONJ,CONJ
1436,the,DET,DET
1437,man,NOUN,NOUN
1438,would,VERB,VERB
1439,have,VERB,VERB
1440,been,VERB,VERB
1441,hit,VERB,VERB
1442,if,ADP,ADP
1443,Phil,NOUN,NOUN
1444,hadn't,VERB,VERB
1445,called,VERB,VERB
1446,out,PRT,PRT
1447,to,ADP,ADP
1448,him,PRON,PRON
1449,a,DET,DET
1450,second,NOUN,ADJ
1451,before,ADV,ADP
1452,.,.,.
1453,His,DET,DET
1454,shout,NOUN,NOUN
1455,had,VERB,VERB
1456,been,VERB,VERB
1457,involuntary,ADJ,ADJ
1458,",",.,.
1459,something,NOUN,NOUN
1460,anybody,NOUN,NOUN
1461,might,VERB,VERB
1462,have,VERB,VERB
1463,done,VERB,VERB
1464,without,ADP,ADP
1465,thinking,VERB,VERB
1466,",",.,.
1467,on,ADP,ADP
1468,the,DET,DET
1469,spur,NOUN,NOUN
1470,of,ADP,ADP
1471,the,DET,DET
1472,moment,NOUN,NOUN
1473,.,.,.
1474,As,ADP,ADP
1475,a,DET,DET
1476,matter,NOUN,NOUN
1477,of,ADP,ADP
1478,fact,NOUN,NOUN
1479,",",.,.
1480,he,PRON,PRON
1481,wouldn't,VERB,VERB
1482,have,VERB,VERB
1483,cared,VERB,VERB
1484,at,ADP,ADP
1485,all,PRT,PRT
1486,if,ADP,ADP
1487,the,DET,DET
1488,guy,NOUN,NOUN
1489,had,VERB,VERB
1490,been,VERB,VERB
1491,hit,VERB,NOUN
1492,.,.,.
1493,Actually,ADV,ADV
1494,",",.,.
1495,he,PRON,PRON
1496,regretted,VERB,VERB
1497,having,VERB,VERB
1498,opened,VERB,VERB
1499,his,DET,DET
1500,mouth,NOUN,NOUN
1501,when,ADV,ADV
1502,the,DET,DET
1503,truck,NOUN,NOUN
1504,came,VERB,VERB
1505,to,ADP,ADP
1506,a,DET,DET
1507,stop,NOUN,NOUN
1508,and,CONJ,CONJ
1509,the,DET,DET
1510,angry,ADJ,ADJ
1511,driver,NOUN,NOUN
1512,jumped,VERB,VERB
1513,down,PRT,PRT
1514,from,ADP,ADP
1515,the,DET,DET
1516,cab,NOUN,NOUN
1517,and,CONJ,CONJ
1518,walked,VERB,VERB
1519,back,ADV,NOUN
1520,toward,ADP,ADP
1521,them,PRON,PRON
1522,.,.,.
1523,By,ADP,ADP
1524,then,ADV,ADV
1525,",",.,.
1526,the,DET,DET
1527,stranger,NOUN,NOUN
1528,was,VERB,VERB
1529,thanking,VERB,VERB
1530,Haney,NOUN,NOUN
1531,profusely,ADV,ADV
1532,and,CONJ,CONJ
1533,had,VERB,VERB
1534,one,NUM,NUM
1535,arm,NOUN,NOUN
1536,around,ADP,ADP
1537,his,DET,DET
1538,shoulders,NOUN,NOUN
1539,as,ADP,ADP
1540,if,ADP,ADP
1541,he,PRON,PRON
1542,were,VERB,VERB
1543,an,DET,DET
1544,old,ADJ,ADJ
1545,friend,NOUN,NOUN
1546,.,.,.
1547,So,ADP,ADP
1548,the,DET,DET
1549,driver,NOUN,NOUN
1550,started,VERB,VERB
1551,to,PRT,PRT
1552,curse,VERB,VERB
1553,at,ADP,ADP
1554,both,DET,DET
1555,of,ADP,ADP
1556,them,PRON,PRON
1557,as,ADP,ADP
1558,if,ADP,ADP
1559,they,PRON,PRON
1560,had,VERB,VERB
1561,been,VERB,VERB
1562,in,ADP,ADP
1563,a,DET,DET
1564,plot,NOUN,NOUN
1565,together,ADV,ADV
1566,to,PRT,PRT
1567,ruin,VERB,VERB
1568,his,DET,DET
1569,safe-driving,NOUN,NOUN
1570,record,NOUN,NOUN
1571,.,.,.
1572,Then,ADV,ADV
1573,the,DET,DET
1574,man,NOUN,NOUN
1575,he,PRON,PRON
1576,saved,VERB,VERB
1577,turned,VERB,VERB
1578,and,CONJ,CONJ
1579,looked,VERB,VERB
1580,squarely,ADV,ADV
1581,into,ADP,ADP
1582,the,DET,DET
1583,truck,NOUN,NOUN
1584,driver's,NOUN,VERB
1585,face,NOUN,NOUN
1586,",",.,.
1587,without,ADP,ADP
1588,saying,VERB,VERB
1589,a,DET,DET
1590,word,NOUN,NOUN
1591,.,.,.
1592,Very,ADV,ADV
1593,suddenly,ADV,ADV
1594,",",.,.
1595,the,DET,DET
1596,driver,NOUN,NOUN
1597,stopped,VERB,VERB
1598,swearing,VERB,VERB
1599,at,ADP,ADP
1600,them,PRON,PRON
1601,",",.,.
1602,turned,VERB,VERB
1603,on,ADP,ADP
1604,his,DET,DET
1605,heel,NOUN,NOUN
1606,and,CONJ,CONJ
1607,went,VERB,VERB
1608,back,ADV,ADV
1609,to,ADP,ADP
1610,his,DET,DET
1611,truck,NOUN,NOUN
1612,.,.,.
1613,Haney,NOUN,NOUN
1614,hadn't,VERB,VERB
1615,given,VERB,VERB
1616,it,PRON,PRON
1617,much,ADJ,ADJ
1618,thought,NOUN,NOUN
1619,at,ADP,ADP
1620,the,DET,DET
1621,time,NOUN,NOUN
1622,.,.,.
1623,Now,ADV,ADV
1624,he,PRON,PRON
1625,recalled,VERB,VERB
1626,it,PRON,PRON
1627,very,ADV,ADV
1628,clearly,ADV,ADV
1629,",",.,.
1630,and,CONJ,CONJ
1631,wondered,VERB,VERB
1632,what,DET,DET
1633,the,DET,DET
1634,truck,NOUN,NOUN
1635,driver,NOUN,NOUN
1636,had,VERB,VERB
1637,seen,VERB,VERB
1638,in,ADP,ADP
1639,those,DET,DET
1640,eyes,NOUN,NOUN
1641,to,PRT,PRT
1642,make,VERB,VERB
1643,him,PRON,PRON
1644,back,VERB,ADV
1645,off,PRT,PRT
1646,.,.,.
1647,It,PRON,PRON
1648,must,VERB,VERB
1649,have,VERB,VERB
1650,been,VERB,VERB
1651,the,DET,DET
1652,sort,NOUN,NOUN
1653,of,ADP,ADP
1654,look,NOUN,VERB
1655,that,PRON,PRON
1656,can,VERB,VERB
1657,call,VERB,VERB
1658,a,DET,DET
1659,bluff,NOUN,NOUN
1660,without,ADP,ADP
1661,saying,VERB,VERB
1662,a,DET,DET
1663,word,NOUN,NOUN
1664,.,.,.
1665,When,ADV,ADV
1666,the,DET,DET
1667,light,NOUN,NOUN
1668,went,VERB,VERB
1669,their,DET,DET
1670,way,NOUN,NOUN
1671,",",.,.
1672,they,PRON,PRON
1673,went,VERB,VERB
1674,on,PRT,PRT
1675,across,ADP,ADP
1676,the,DET,DET
1677,street,NOUN,NOUN
1678,.,.,.
1679,And,CONJ,CONJ
1680,when,ADV,ADV
1681,the,DET,DET
1682,stranger,NOUN,NOUN
1683,found,VERB,VERB
1684,out,PRT,PRT
1685,that,ADP,ADP
1686,Phil,NOUN,NOUN
1687,was,VERB,VERB
1688,on,ADP,ADP
1689,the,DET,DET
1690,way,NOUN,NOUN
1691,to,ADP,ADP
1692,one,NUM,NUM
1693,of,ADP,ADP
1694,his,DET,DET
1695,favorite,ADJ,ADJ
1696,bars,NOUN,NOUN
1697,",",.,.
1698,he,PRON,PRON
1699,insisted,VERB,VERB
1700,on,ADP,ADP
1701,offering,VERB,NOUN
1702,to,PRT,PRT
1703,buy,VERB,VERB
1704,drinks,NOUN,NOUN
1705,for,ADP,ADP
1706,both,DET,DET
1707,of,ADP,ADP
1708,them,PRON,PRON
1709,.,.,.
1710,Phil,NOUN,NOUN
1711,usually,ADV,ADV
1712,went,VERB,VERB
1713,alone,ADV,ADV
1714,and,CONJ,CONJ
1715,kept,VERB,VERB
1716,to,ADP,ADP
1717,himself,PRON,PRON
1718,",",.,.
1719,sitting,VERB,VERB
1720,in,ADP,ADP
1721,a,DET,DET
1722,corner,NOUN,NOUN
1723,and,CONJ,CONJ
1724,passing,VERB,VERB
1725,the,DET,DET
1726,time,NOUN,NOUN
1727,by,ADP,ADP
1728,nursing,VERB,VERB
1729,his,DET,DET
1730,favorite,ADJ,ADJ
1731,grudges,NOUN,NOUN
1732,.,.,.
1733,But,CONJ,CONJ
1734,he,PRON,PRON
1735,decided,VERB,VERB
1736,he,PRON,PRON
1737,wouldn't,VERB,VERB
1738,mind,VERB,VERB
1739,company,NOUN,NOUN
1740,in,ADP,ADP
1741,return,NOUN,VERB
1742,for,ADP,ADP
1743,free,ADJ,ADJ
1744,drinks,NOUN,NOUN
1745,",",.,.
1746,even,ADV,ADV
1747,though,ADP,ADP
1748,he,PRON,PRON
1749,made,VERB,VERB
1750,good,ADJ,ADJ
1751,money,NOUN,NOUN
1752,at,ADP,ADP
1753,his,DET,DET
1754,job,NOUN,NOUN
1755,.,.,.
1756,Phil,NOUN,NOUN
1757,was,VERB,VERB
1758,like,ADP,ADP
1759,that,DET,DET
1760,.,.,.
1761,Now,ADV,ADV
1762,he,PRON,PRON
1763,wondered,VERB,VERB
1764,if,ADP,ADP
1765,it,PRON,PRON
1766,was,VERB,VERB
1767,worth,ADJ,ADJ
1768,it,PRON,PRON
1769,",",.,.
1770,having,VERB,VERB
1771,a,DET,DET
1772,screwball,NOUN,NOUN
1773,for,ADP,ADP
1774,company,NOUN,NOUN
1775,.,.,.
1776,He,PRON,PRON
1777,really,ADV,ADV
1778,didn't,VERB,VERB
1779,take,VERB,VERB
1780,the,DET,DET
1781,offer,NOUN,NOUN
1782,seriously,ADV,ADV
1783,",",.,.
1784,but,CONJ,CONJ
1785,he,PRON,PRON
1786,began,VERB,VERB
1787,to,PRT,PRT
1788,feel,VERB,VERB
1789,uneasy,ADJ,ADJ
1790,.,.,.
1791,When,ADV,ADV
1792,he,PRON,PRON
1793,finally,ADV,ADV
1794,got,VERB,VERB
1795,the,DET,DET
1796,coughing,NOUN,NOUN
1797,under,ADP,ADP
1798,control,NOUN,NOUN
1799,",",.,.
1800,he,PRON,PRON
1801,realized,VERB,VERB
1802,that,ADP,ADP
1803,Pete,NOUN,NOUN
1804,(,.,.
1805,all,PRT,PRT
1806,he,PRON,PRON
1807,gave,VERB,VERB
1808,was,VERB,VERB
1809,his,DET,DET
1810,first,ADJ,ADJ
1811,name,NOUN,NOUN
1812,),.,.
1813,was,VERB,VERB
1814,still,ADV,ADV
1815,waiting,VERB,VERB
1816,for,ADP,ADP
1817,an,DET,DET
1818,answer,NOUN,NOUN
1819,--,.,.
1820,he,PRON,PRON
1821,didn't,VERB,VERB
1822,even,ADV,ADV
1823,seem,VERB,VERB
1824,to,PRT,ADP
1825,wink,VERB,NOUN
1826,as,ADP,ADP
1827,he,PRON,PRON
1828,continued,VERB,VERB
1829,to,PRT,PRT
1830,stare,VERB,VERB
1831,.,.,.
1832,Haney,NOUN,NOUN
1833,managed,VERB,VERB
1834,a,DET,DET
1835,weak,ADJ,ADJ
1836,laugh,NOUN,NOUN
1837,.,.,.
1838,``,.,.
1839,Guess,VERB,VERB
1840,I,PRON,PRON
1841,can't,VERB,VERB
1842,think,VERB,VERB
1843,of,ADP,ADP
1844,anyone,NOUN,NOUN
1845,",",.,.
1846,Pete,NOUN,NOUN
1847,.,.,.
1848,Thanks,NOUN,NOUN
1849,anyhow,ADV,ADV
1850,'',.,.
1851,.,.,.
1852,A,DET,DET
1853,faint,ADJ,ADJ
1854,crease,NOUN,NOUN
1855,appeared,VERB,VERB
1856,between,ADP,ADP
1857,the,DET,DET
1858,man's,NOUN,NOUN
1859,eyebrows,NOUN,NOUN
1860,.,.,.
1861,``,.,.
1862,I,PRON,PRON
1863,think,VERB,VERB
1864,you,PRON,PRON
1865,aren't,VERB,VERB
1866,taking,VERB,VERB
1867,me,PRON,PRON
1868,seriously,ADV,ADV
1869,",",.,.
1870,Phil,NOUN,NOUN
1871,.,.,.
1872,I,PRON,PRON
1873,meant,VERB,VERB
1874,it,PRON,PRON
1875,.,.,.
1876,And,CONJ,CONJ
1877,everybody,NOUN,NOUN
1878,has,VERB,VERB
1879,some,DET,DET
1880,kind,NOUN,NOUN
1881,of,ADP,ADP
1882,grudge,NOUN,NOUN
1883,.,.,.
1884,I,PRON,PRON
1885,might,VERB,VERB
1886,have,VERB,VERB
1887,got,VERB,VERB
1888,hit,VERB,VERB
1889,by,ADP,ADP
1890,that,DET,DET
1891,truck,NOUN,NOUN
1892,if,ADP,ADP
1893,it,PRON,PRON
1894,wasn't,VERB,VERB
1895,for,ADP,ADP
1896,you,PRON,PRON
1897,.,.,.
1898,I,PRON,PRON
1899,believe,VERB,VERB
1900,in,ADP,ADP
1901,returning,VERB,VERB
1902,favors,NOUN,NOUN
1903,.,.,.
1904,I'll,PRT,PRT
1905,do,VERB,VERB
1906,anything,NOUN,NOUN
1907,for,ADP,ADP
1908,somebody,NOUN,NOUN
1909,I,PRON,PRON
1910,like,VERB,VERB
1911,.,.,.
1912,It,PRON,PRON
1913,won't,VERB,VERB
1914,cost,VERB,VERB
1915,you,PRON,PRON
1916,a,DET,DET
1917,cent,NOUN,NOUN
1918,",",.,.
1919,Phil,NOUN,NOUN
1920,.,.,.
1921,Go,VERB,VERB
1922,ahead,ADV,ADV
1923,and,CONJ,CONJ
1924,try,VERB,VERB
1925,me,PRON,PRON
1926,'',.,.
1927,!,.,.
1928,!,.,.
1929,Phil,NOUN,NOUN
1930,rubbed,VERB,VERB
1931,his,DET,DET
1932,forehead,NOUN,NOUN
1933,wearily,ADV,ADV
1934,.,.,.
1935,He,PRON,PRON
1936,was,VERB,VERB
1937,beginning,VERB,VERB
1938,to,PRT,PRT
1939,feel,VERB,VERB
1940,woolly,ADJ,ADJ
1941,.,.,.
1942,Maybe,ADV,ADV
1943,it,PRON,PRON
1944,would,VERB,VERB
1945,be,VERB,VERB
1946,better,ADJ,ADJ
1947,to,PRT,ADP
1948,humor,VERB,VERB
1949,the,DET,DET
1950,guy,NOUN,NOUN
1951,and,CONJ,CONJ
1952,then,ADV,ADV
1953,make,VERB,VERB
1954,an,DET,DET
1955,exit,NOUN,NOUN
1956,.,.,.
1957,He,PRON,PRON
1958,really,ADV,ADV
1959,didn't,VERB,VERB
1960,expect,VERB,VERB
1961,anything,NOUN,NOUN
1962,to,PRT,PRT
1963,come,VERB,VERB
1964,of,ADP,ADP
1965,it,PRON,PRON
1966,",",.,.
1967,and,CONJ,CONJ
1968,there,PRT,PRT
1969,were,VERB,VERB
1970,a,DET,DET
1971,few,ADJ,ADJ
1972,people,NOUN,NOUN
1973,``,.,.
1974,All,ADV,ADV
1975,right,ADV,ADJ
1976,'',.,.
1977,",",.,.
1978,he,PRON,PRON
1979,conceded,VERB,VERB
1980,finally,ADV,ADV
1981,",",.,.
1982,``,.,.
1983,if,ADP,ADP
1984,you,PRON,PRON
1985,must,VERB,VERB
1986,know,VERB,VERB
1987,",",.,.
1988,I,PRON,PRON
1989,don't,VERB,VERB
1990,get,VERB,VERB
1991,along,ADV,ADV
1992,with,ADP,ADP
1993,the,DET,DET
1994,landlord,NOUN,NOUN
1995,.,.,.
1996,He,PRON,PRON
1997,keeps,VERB,VERB
1998,riding,VERB,VERB
1999,me,PRON,PRON
2000,because,ADP,ADP
2001,I,PRON,PRON
2002,like,VERB,VERB
2003,to,PRT,PRT
2004,listen,VERB,VERB
2005,to,ADP,ADP
2006,the,DET,DET
2007,radio,NOUN,NOUN
2008,and,CONJ,CONJ
2009,sing,VERB,NOUN
2010,while,ADP,ADP
2011,I'm,PRT,PRT
2012,taking,VERB,VERB
2013,a,DET,DET
2014,bath,NOUN,NOUN
2015,.,.,.
2016,He,PRON,PRON
2017,says,VERB,VERB
2018,the,DET,DET
2019,neighbors,NOUN,NOUN
2020,complain,VERB,VERB
2021,",",.,.
2022,but,CONJ,CONJ
2023,I,PRON,PRON
2024,don't,VERB,VERB
2025,believe,VERB,VERB
2026,it,PRON,PRON
2027,.,.,.
2028,Why,ADV,ADV
2029,don't,VERB,VERB
2030,they,PRON,PRON
2031,tell,VERB,VERB
2032,me,PRON,PRON
2033,themselves,PRON,PRON
2034,if,ADP,ADP
2035,it,PRON,PRON
2036,bothers,VERB,VERB
2037,them,PRON,PRON
2038,'',.,.
2039,?,.,.
2040,?,.,.
2041,The,DET,DET
2042,man,NOUN,NOUN
2043,closed,VERB,VERB
2044,his,DET,DET
2045,eyes,NOUN,NOUN
2046,and,CONJ,CONJ
2047,nodded,VERB,VERB
2048,.,.,.
2049,When,ADV,ADV
2050,he,PRON,PRON
2051,looked,VERB,VERB
2052,up,PRT,PRT
2053,again,ADV,ADV
2054,",",.,.
2055,he,PRON,PRON
2056,seemed,VERB,VERB
2057,almost,ADV,ADV
2058,contented,VERB,VERB
2059,.,.,.
2060,``,.,.
2061,Fine,ADJ,ADJ
2062,.,.,.
2063,Give,VERB,VERB
2064,me,PRON,PRON
2065,your,DET,DET
2066,address,NOUN,NOUN
2067,.,.,.
2068,It,PRON,PRON
2069,will,VERB,VERB
2070,take,VERB,VERB
2071,a,DET,DET
2072,little,ADJ,ADJ
2073,time,NOUN,NOUN
2074,.,.,.
2075,I,PRON,PRON
2076,want,VERB,VERB
2077,to,PRT,PRT
2078,study,VERB,VERB
2079,your,DET,DET
2080,landlord's,NOUN,ADJ
2081,habits,NOUN,NOUN
2082,and,CONJ,CONJ
2083,movements,NOUN,NOUN
2084,first,ADV,ADV
2085,.,.,.
2086,You,PRON,PRON
2087,see,VERB,VERB
2088,",",.,.
2089,I,PRON,PRON
2090,always,ADV,ADV
2091,make,VERB,VERB
2092,it,PRON,PRON
2093,look,VERB,VERB
2094,like,ADP,ADP
2095,an,DET,DET
2096,accident,NOUN,NOUN
2097,.,.,.
2098,Maybe,ADV,ADV
2099,suicide,NOUN,NOUN
2100,",",.,.
2101,if,ADP,ADP
2102,it,PRON,PRON
2103,looks,VERB,VERB
2104,reasonable,ADJ,ADJ
2105,.,.,.
2106,In,ADP,ADP
2107,that,DET,DET
2108,way,NOUN,NOUN
2109,there's,PRT,PRT
2110,no,DET,DET
2111,trouble,NOUN,NOUN
2112,for,ADP,ADP
2113,the,DET,DET
2114,customer,NOUN,NOUN
2115,'',.,.
2116,.,.,.
2117,Haney's,NOUN,NOUN
2118,eyebrows,NOUN,NOUN
2119,flew,VERB,VERB
2120,up,PRT,PRT
2121,.,.,.
2122,``,.,.
2123,Customer,NOUN,NOUN
2124,'',.,.
2125,?,.,.
2126,?,.,.
2127,Pete,NOUN,NOUN
2128,smiled,VERB,VERB
2129,modestly,ADV,ADV
2130,.,.,.
2131,``,.,.
2132,It's,PRT,PRT
2133,my,DET,DET
2134,line,NOUN,NOUN
2135,of,ADP,ADP
2136,work,NOUN,NOUN
2137,'',.,.
2138,",",.,.
2139,he,PRON,PRON
2140,said,VERB,VERB
2141,Five,NUM,NUM
2142,minutes,NOUN,NOUN
2143,later,ADV,ADV
2144,",",.,.
2145,before,ADP,ADP
2146,Haney,NOUN,NOUN
2147,could,VERB,VERB
2148,make,VERB,VERB
2149,his,DET,DET
2150,break,NOUN,NOUN
2151,",",.,.
2152,the,DET,DET
2153,stranger,NOUN,NOUN
2154,stood,VERB,VERB
2155,up,PRT,PRT
2156,and,CONJ,CONJ
2157,nodded,VERB,VERB
2158,farewell,NOUN,NOUN
2159,.,.,.
2160,Haney,NOUN,NOUN
2161,watched,VERB,VERB
2162,the,DET,DET
2163,small,ADJ,ADJ
2164,but,CONJ,CONJ
2165,wiry,ADJ,ADJ
2166,man,NOUN,NOUN
2167,slip,VERB,VERB
2168,out,ADP,PRT
2169,the,DET,DET
2170,door,NOUN,NOUN
2171,quickly,ADV,ADV
2172,and,CONJ,CONJ
2173,silently,ADV,ADV
2174,",",.,.
2175,and,CONJ,CONJ
2176,felt,VERB,VERB
2177,relieved,VERB,VERB
2178,to,PRT,PRT
2179,see,VERB,VERB
2180,that,ADP,ADP
2181,nobody,NOUN,NOUN
2182,else,ADV,ADV
2183,seemed,VERB,VERB
2184,to,PRT,PRT
